iso3,year,gdp
BEN,2020,14725558723.298468
BMU,2020,6373786302.281591
BTN,2020,2380954251.4207983
BOL,2020,34855949803.364365
BIH,2020,18115912632.436096
BWA,2020,14796887968.59796
BRA,2020,1760056587795.4631
VGB,2020,
BRN,2020,13429259999.61834
BGR,2020,55357337083.97905
BFA,2020,15332394848.520063
BDI,2020,3218331064.792157
CPV,2020,1675762033.7188573
KHM,2020,31922812945.08807
CMR,2020,37599547048.58411
CAN,2020,1611126165625.026
CYM,2020,5165012420.04968
CAF,2020,2004791529.6620207
TCD,2020,15239205317.883589
CHI,2020,9748142610.599112
CHL,2020,245600606668.884
CHN,2020,14920466234565.322
COL,2020,298309675728.0929
COM,2020,1175888997.6510708
COD,2020,45259708653.51162
COG,2020,9926500702.400642
CRI,2020,61631202097.75812
CIV,2020,59423700880.66153
HRV,2020,53017808755.29978
CUB,2020,81054459000.25871
CUW,2020,2308903004.875607
CYP,2020,24433464399.392487
CZE,2020,205753475017.5395
DNK,2020,326176991232.29474
DJI,2020,3065135713.1142178
DMA,2020,493481872.04421073
DOM,2020,81415993438.07343
ECU,2020,93971273313.9152
EGY,2020,412213064649.0872
SLV,2020,23744951345.511013
GNQ,2020,9569759527.14748
ERI,2020,
EST,2020,26519903136.83123
SWZ,2020,4289130010.733637
ETH,2020,95071775811.9827
FRO,2020,2854366727.127327
FJI,2020,4327208912.296465
FIN,2020,247120696232.0897
FRA,2020,2413981867676.3555
PYF,2020,5525788640.182476
GAB,2020,15176119359.553291
GMB,2020,1687449652.956736
GEO,2020,17346401920.56995
DEU,2020,3522914639711.917
GHA,2020,62825173619.415695
GIB,2020,
GRC,2020,187085880047.7379
GRL,2020,2715195047.196714
GRD,2020,978809798.8044876
GUM,2020,5332547224.749772
GTM,2020,69530649309.9694
GIN,2020,12643401588.69853
GNB,2020,1422567560.2244258
GUY,2020,7275896377.20418
HTI,2020,14973407477.256063
HND,2020,22156260473.816902
HKG,2020,310097371736.97485
HUN,2020,141809897486.43076
ISL,2020,19291243916.130737
IND,2020,2533830417086.542
IDN,2020,1027656193885.376
IRN,2020,449842285446.3413
IRQ,2020,177479307669.5691
IRL,2020,407759843938.0389
IMN,2020,7279527763.560946
ISR,2020,349579824803.2078
ITA,2020,1751650987235.4285
JAM,2020,13452615521.986084
JPN,2020,4374056271824.006
JOR,2020,41362613665.93588
KAZ,2020,205829267103.1996
KEN,2020,84035138346.85896
KIR,2020,224083587.99628505
PRK,2020,
KOR,2020,1626525694049.9268
XKX,2020,7144396206.529796
KWT,2020,112389026890.49178
KGZ,2020,7354379549.419781
LAO,2020,18584864138.18996
LVA,2020,28318076614.16228
LBN,2020,36728167162.87392
LSO,2020,2112391149.606135
LBR,2020,3115556299.79146
LBY,2020,42996651437.74799
LIE,2020,
LTU,2020,49023107998.60891
LUX,2020,66366885630.95082
MAC,2020,23271029702.12204
MDG,2020,12245161113.128405
MWI,2020,10928176721.531595
MYS,2020,344706479641.2438
MDV,2020,3663253192.112197
MLI,2020,18942927332.097546
MLT,2020,14377204308.237118
MHL,2020,220900000.0
MRT,2020,7145411800.089597
MUS,2020,11853530018.694733
MEX,2020,1170944075562.0627
FSM,2020,328143728.2372624
MDA,2020,8403210632.930213
MCO,2020,6136054329.901518
MNG,2020,13528524951.028664
MNE,2020,4048142110.542917
MAR,2020,114775951852.2128
MOZ,2020,18217911539.740227
MMR,2020,68991135073.50641
NAM,2020,10335184546.16431
NRU,2020,90459205.07524404
NPL,2020,29880069318.72614
NLD,2020,821260592382.7006
NCL,2020,
NZL,2020,201807833897.729
NIC,2020,12803529948.206615
NER,2020,12646096746.888124
NGA,2020,500232309808.2155
MKD,2020,10661068595.405514
MNP,2020,732412121.2121211
NOR,2020,405005642242.7224
OMN,2020,80246670660.85811
PAK,2020,358614068499.2525
PLW,2020,253220048.5090224
PAN,2020,54297226765.65956
PNG,2020,23936789891.161976
PRY,2020,40343536418.78748
PER,2020,191509018299.91663
PHL,2020,358510629276.39105
POL,2020,566120997479.772
PRT,2020,203663018608.8439
PRI,2020,92359439312.91658
QAT,2020,161416823768.9724
ROU,2020,210305491425.9857
RUS,2020,1422766794794.989
RWA,2020,10797494132.13812
WSM,2020,907771582.239524
SMR,2020,1408423247.996472
STP,2020,311114954.7979903
SAU,2020,720270347023.0975
SEN,2020,22863414676.284943
SRB,2020,47265683024.00448
SYC,2020,1678615792.638381
SLE,2020,7993685031.06354
SGP,2020,336541232520.5025
SXM,2020,1185966832.347759
SVK,2020,96969818857.11478
SVN,2020,47959972369.98921
SLB,2020,1437359543.9651368
SOM,2020,7710043010.292939
ZAF,2020,337307318679.63873
SSD,2020,
ESP,2020,1187633217292.017
LKA,2020,92656723482.05235
KNA,2020,886725390.8211359
LCA,2020,1493605760.011094
MAF,2020,
VCT,2020,826308151.043014
SDN,2020,49449890489.35497
SUR,2020,4416708447.150395
SWE,2020,535436339440.5885
CHE,2020,731108655210.7609
SYR,2020,15593656903.825169
TJK,2020,11425228817.455387
TZA,2020,61565931105.41415
THA,2020,432369701127.2777
TLS,2020,2582938997.774444
TGO,2020,6996086823.909342
TON,2020,492256326.9078832
TTO,2020,21438575321.87017
TUN,2020,44893939452.69409
TUR,2020,1015597272884.8324
TKM,2020,48406917338.925705
TCA,2020,1308391552.5763474
TUV,2020,44019157.51553877
UGA,2020,40768765796.47478
UKR,2020,98118341608.38605
ARE,2020,383342656333.3736
GBR,2020,2831893577011.527
USA,2020,19723580221938.24
URY,2020,55890466349.1545
UZB,2020,109123866128.14767
VUT,2020,828395819.755769
VEN,2020,
VNM,2020,323972192107.0652
VIR,2020,3810575506.937033
PSE,2020,14037399999.999998
YEM,2020,
ZMB,2020,23418945736.89926
ZWE,2020,19101046519.592445
AFE,2021,1004774139530.5996
AFW,2021,873006676542.3125
ARB,2021,2805948372942.7725
CSS,2021,59103421605.53529
CEB,2021,1578113488315.704
EAR,2021,12286980106865.168
EAS,2021,28303786374948.227
EAP,2021,18956664571163.547
TEA,2021,18933189104502.42
EMU,2021,12771227094666.086
ECS,2021,22663327013124.586
ECA,2021,1901050092508.4224
TEC,2021,4353968378361.999
EUU,2021,14941776767669.34
FCS,2021,1741443211654.6746
HPC,2021,842697165751.4265
HIC,2021,55330068427069.45
IBD,2021,33275684905703.125
IBT,2021,35890142142901.57
IDB,2021,1289525302964.1729
IDX,2021,1324839459173.5696
IDA,2021,2614364762137.7417
LTE,2021,24624023134000.867
LCN,2021,5629292795061.98
LAC,2021,4738805598953.661
TLA,2021,5421811194207.568
LDC,2021,1144938564973.5647
LMY,2021,32615980701021.98
LIC,2021,392809494512.2892
LMC,2021,6410605814422.768
MEA,2021,4009121218432.449
MNA,2021,2046301016737.5464
TMN,2021,2031279316737.5457
MIC,2021,32221704996904.723
NAC,2021,22631517578337.67
INX,2021,
OED,2021,52817820787460.95
OSS,2021,146724680469.32538
PSS,2021,8908049603.366776
PST,2021,49263625019315.664
PRE,2021,1458513459115.371
SST,2021,214736151678.2274
SAS,2021,3200121520338.4663
TSA,2021,3200121520338.4663
SSF,2021,1877780816072.9124
SSA,2021,1775657650369.2043
TSS,2021,1877780816072.912
UMC,2021,25811099182481.973
WLD,2021,88350178087141.08
AFG,2021,16345202562.548471
ALB,2021,13722964212.46197
DZA,2021,199488888151.4848
ASM,2021,651422900.7633588
AND,2021,2893905656.789416
AGO,2021,82375341952.56158
ATG,2021,1485407940.318414
ARG,2021,568636554720.066
ARM,2021,12633615899.668158
ABW,2021,2958411905.441053
AUS,2021,1522541404227.634
AUT,2021,405817601897.0458
AZE,2021,54232727552.22438
BHS,2021,11540093873.180351
BHR,2021,36235315986.080414
BGD,2021,285368829855.224
BRB,2021,4542503209.52524
BLR,2021,60073587234.51066
BEL,2021,499619240040.6361
BLZ,2021,2302615266.5075574
BEN,2021,15779238957.3117
BMU,2021,6667453991.676151
BTN,2021,2486224986.2508445
BOL,2021,36986126802.97651
BIH,2021,19454671753.543537
BWA,2021,16560125447.609592
BRA,2021,1843881119920.2031
VGB,2021,
BRN,2021,13215632370.10146
BGR,2021,59664478253.80966
BFA,2021,16396850182.58891
BDI,2021,3318099327.759077
CPV,2021,1793627260.8812294
KHM,2021,32909177695.68368
CMR,2021,38854942334.57685
CAN,2021,1706996679677.691
CYM,2021,5418352633.410533
CAF,2021,2024497026.49048
TCD,2021,15284005406.165249
CHI,2021,10716796179.06413
CHL,2021,273390120031.2801
CHN,2021,16199162892908.637
COL,2021,330530695024.8858
COM,2021,1207941361.7321196
COD,2021,48065880294.850365
COG,2021,10027261669.799528
CRI,2021,66522107766.4702
CIV,2021,63620992438.48181
HRV,2021,59714859477.62009
CUB,2021,82070633423.42491
CUW,2021,2405500855.3550806
CYP,2021,27215993570.029896
CZE,2021,214043320221.16748
DNK,2021,350255593092.9345
DJI,2021,3200221046.311284
DMA,2021,520030399.241901
DOM,2021,92824351636.87675
ECU,2021,102825145845.29494
EGY,2021,425777537421.99646
SLV,2021,26571731219.35393
GNQ,2021,9652085293.25754
ERI,2021,
EST,2021,28417255488.302334
SWZ,2021,4436460293.196338
ETH,2021,100435279224.38776
FRO,2021,3011481923.3076334
FJI,2021,4115996279.011388
FIN,2021,253734502126.39304
FRA,2021,2580120255051.747
PYF,2021,5641527935.825802
GAB,2021,15398898313.837269
GMB,2021,1776141480.0321815
GEO,2021,19192793472.26803
DEU,2021,3652205602904.356
GHA,2021,66014472471.14653
GIB,2021,
GRC,2021,203277223532.87143
GRL,2021,2759563889.5360656
GRD,2021,1024691294.442861
GUM,2021,5442300818.926296
GTM,2021,75122098203.59503
GIN,2021,13349198344.07296
GNB,2021,1497072635.731237
GUY,2021,8735441012.709679
HTI,2021,14704149691.210394
HND,2021,24940257609.689182
HKG,2021,330112373193.4104
HUN,2021,152052706989.44467
ISL,2021,20262250570.204247
IND,2021,2779348258938.7666
IDN,2021,1065709127396.8616
IRN,2021,471073841462.0306
IRQ,2021,180145367592.77167
IRL,2021,474043708271.9634
IMN,2021,7558904124.238975
ISR,2021,382399686301.5488
ITA,2021,1908092024820.829
JAM,2021,14071627468.550465
JPN,2021,4492005937826.882
JOR,2021,42874683401.0676
KAZ,2021,214679925583.06857
KEN,2021,90413816676.97952
KIR,2021,243085288.87115788
PRK,2021,
KOR,2021,1696543311942.809
XKX,2021,7912108452.015963
KWT,2021,114268887221.65704
KGZ,2021,7759385792.104207
LAO,2021,19054754737.37994
LVA,2021,30284070900.41112
LBN,2021,34156740537.16038
LSO,2021,2160272945.1877737
LBR,2021,3270920145.6690845
LBY,2021,55179091532.878105
LIE,2021,
LTU,2021,52150790162.91309
LUX,2021,70965934440.76743
MAC,2021,28748073961.00224
MDG,2021,12814644792.231018
MWI,2021,11426314939.90642
MYS,2021,356134704342.13947
MDV,2021,5037261437.352936
MLI,2021,19530336378.594456
MLT,2021,16289342191.477396
MHL,2021,223600000.0
MRT,2021,7198481873.574888
MUS,2021,12257000314.844357
MEX,2021,1241768434263.698
FSM,2021,338315214.3871874
MDA,2021,9573777856.364817
MCO,2021,7500235156.945365
MNG,2021,13749955731.693554
MNE,2021,4576160079.608025
MAR,2021,124135631043.72678
MOZ,2021,18651030677.51132
MMR,2021,60700903302.88102
NAM,2021,10707646943.936388
NRU,2021,96978233.32302517
NPL,2021,31325711777.16738
NLD,2021,872809729132.8394
NCL,2021,
NZL,2021,210960637812.9206
NIC,2021,14142060836.744951
NER,2021,12821067681.411142
NGA,2021,518476715283.8959
MKD,2021,11141955229.99405
MNP,2021,768812121.2121211
NOR,2021,420836044191.9578
OMN,2021,82318780120.40015
PAK,2021,381973779235.2997
PLW,2021,218291145.4084344
PAN,2021,63238418924.79806
PNG,2021,23814388297.75564
PRY,2021,41964030301.44241
PER,2021,217099648514.38223
PHL,2021,378998554988.85706
POL,2021,605337233054.782
PRT,2021,214984152369.5192
PRI,2021,92715228856.77975
QAT,2021,164042828070.67502
ROU,2021,221968423307.8036
RUS,2021,1506233291759.559
RWA,2021,11969932692.176737
WSM,2021,843511966.5849628
SMR,2021,1604162946.379454
STP,2021,317023957.753826
SAU,2021,767229070838.8899
SEN,2021,24359596784.11698
SRB,2021,51022858874.92575
SYC,2021,1687886479.319667
SLE,2021,8465060863.023762
SGP,2021,369376902514.86536
SXM,2021,1240255611.869273
SVK,2021,102496703508.8557
SVN,2021,51983646950.5935
SLB,2021,1474218469.8973384
SOM,2021,7976673871.042908
ZAF,2021,354021006263.537
SSD,2021,
ESP,2021,1267004457826.9172
LKA,2021,96555233343.70406
KNA,2021,889985054.357552
LCA,2021,1666845859.707607
MAF,2021,
VCT,2021,843606096.1616307
SDN,2021,48525909156.87842
SUR,2021,4309144555.205409
SWE,2021,567227918083.3086
CHE,2021,771755519734.1005
SYR,2021,15882796969.627333
TJK,2021,12499200274.925535
TZA,2021,64226431583.15387
THA,2021,439080796986.8196
TLS,2021,2720236115.5799875
TGO,2021,7415213717.652642
TON,2021,494041269.3834154
TTO,2021,21243057044.177094
TUN,2021,47020260421.79904
TUR,2021,1131775463573.9575
TKM,2021,51408146222.39616
TCA,2021,1696059833.6628544
TUV,2021,44813322.94415543
UGA,2021,42210585952.78259
UKR,2021,101499127457.56355
ARE,2021,400036290964.1752
GBR,2021,3074755378978.021
USA,2021,20917853444668.305
URY,2021,59156857853.76048
UZB,2021,117891622986.82184
VUT,2021,815536673.7660019
VEN,2021,
VNM,2021,332245562394.77014
VIR,2021,3950332443.9701176
PSE,2021,15021699999.999998
YEM,2021,
ZMB,2021,24879098747.886097
ZWE,2021,20718530620.626183
AFE,2022,1040501584765.5042
AFW,2022,907708373678.8665
ARB,2022,3002236073160.1494
CSS,2022,67979666350.83305
CEB,2022,1641816629620.6443
EAR,2022,13019308032115.207
EAS,2022,29150203066864.145
EAP,2022,19628749418509.496
TEA,2022,19604430465360.07
EMU,2022,13223731356621.56
ECS,2022,23411478944492.133
ECA,2022,1960093561392.9348
TEC,2022,4438760777745.553
EUU,2022,15463565105696.068
FCS,2022,1763323392618.955
HPC,2022,884765753783.7919
HIC,2022,56991784393162.375
IBD,2022,34518738883482.77
IBT,2022,37247787154639.21
IDB,2022,1345818371567.9167
IDX,2022,1382974642789.8943
IDA,2022,2728793014357.8105
LTE,2022,25437321884150.89
LCN,2022,5852718532889.013
LAC,2022,4921332047465.751
TLA,2022,5638697291727.059
LDC,2022,1199588213307.8188
LMY,2022,33907264062796.09
LIC,2022,407094709532.9291
LMC,2022,6803437747882.4375
MEA,2022,4264800933987.677
MNA,2022,2131819679697.2085
TMN,2022,2116184679697.2075
MIC,2022,33498581572683.96
NAC,2022,23228991075317.44
INX,2022,
OED,2022,54430599618285.6
OSS,2022,153503323829.3409
PSS,2022,9743175893.415045
PST,2022,50611170704545.13
PRE,2022,1521208816435.8518
SST,2022,231226166073.5889
SAS,2022,3427367075327.1016
TSA,2022,3427367075327.1016
SSF,2022,1948209958444.3708
SSA,2022,1840527330055.6248
TSS,2022,1948209958444.3704
UMC,2022,26695143824801.53
WLD,2022,91318665777403.62
AFG,2022,15325233810.138836
ALB,2022,14385329993.534147
DZA,2022,206670488126.8317
ASM,2022,662725190.8396946
AND,2022,3170696511.929717
AGO,2022,84883445838.16035
ATG,2022,1620696017.3049798
ARG,2022,598603016935.287
ARM,2022,14225451502.998129
ABW,2022,3210407008.7602825
AUS,2022,1587133480804.5327
AUT,2022,427236226728.298
AZE,2022,56789627316.89538
BHS,2022,12795362392.87778
BHR,2022,38474716945.18906
BGD,2022,305629528154.3107
BRB,2022,5352561584.792132
BLR,2022,57275121700.34219
BEL,2022,520899825783.061
BLZ,2022,2524886205.2505965
BEN,2022,16765906414.794922
BMU,2022,7099253361.41199
BTN,2022,2615853471.185872
BOL,2022,38319728337.57138
BIH,2022,20276983961.36756
BWA,2022,17468616755.562717
BRA,2022,1899505377558.02
VGB,2022,
BRN,2022,13000438059.979092
BGR,2022,62074193826.54846
BFA,2022,16642350339.793173
BDI,2022,3379450965.7308035
CPV,2022,2077803747.086578
KHM,2022,34597385966.82052
CMR,2022,40306867605.13643
CAN,2022,1778503389905.0
CYM,2022,5697740750.963004
CAF,2022,2033686256.5847733
TCD,2022,17255124958.540096
CHI,2022,11289283294.669222
CHL,2022,279278925615.6918
CHN,2022,16706875253648.482
COL,2022,354752900899.01965
COM,2022,1241985921.4668374
COD,2022,52355494715.789925
COG,2022,10175199489.763865
CRI,2022,69549856033.0671
CIV,2022,67692661917.01774
HRV,2022,64066840476.84637
CUB,2022,83527427215.72987
CUW,2022,2596088688.124864
CYP,2022,29176869929.23159
CZE,2022,220137498830.72992
DNK,2022,355650135426.45605
DJI,2022,3365561651.664207
DMA,2022,574096959.6329951
DOM,2022,97686450823.96655
ECU,2022,108859360917.98628
EGY,2022,453827104224.60486
SLV,2022,27356823619.696564
GNQ,2022,9963221065.409668
ERI,2022,
EST,2022,28434428182.57276
SWZ,2022,4486130488.617634
ETH,2022,105780203623.56856
FRO,2022,3118570937.3591504
FJI,2022,4930664173.031936
FIN,2022,255670602724.75928
FRA,2022,2646451030889.7817
PYF,2022,5893499994.300563
GAB,2022,15866657481.128262
GMB,2022,1873704900.5382693
GEO,2022,21296041913.214424
DEU,2022,3702230996915.748
GHA,2022,68526224001.22167
GIB,2022,
GRC,2022,214952753800.89963
GRL,2022,2814880887.777335
GRD,2022,1099706286.2188244
GUM,2022,5719850773.430391
GTM,2022,78265595990.35306
GIN,2022,13879482945.938011
GNB,2022,1580686197.6198585
GUY,2022,14268000638.32202
HTI,2022,14456828250.629444
HND,2022,25973672631.77656
HKG,2022,317951853968.2529
HUN,2022,158545886039.5541
ISL,2022,22081592142.81244
IND,2022,2990839011962.461
IDN,2022,1122268412650.202
IRN,2022,488864564083.0748
IRQ,2022,194483223959.1973
IRL,2022,514903922090.30566
IMN,2022,7244046026.794964
ISR,2022,406350386042.2791
ITA,2022,2000084512919.557
JAM,2022,14806380290.26348
